internship_title,company_name,category,location,work_mode,start_date,duration,stipend,currency,stipend_type,payment_period,has_incentives,stipend_min,stipend_max,stipend_average,search_text
Talent Acquisition,Marpu Foundation,Design / Creative,Work From Home,Work From Home,Immediately,1 Week,Unpaid,No Fixed Currency,Unpaid,Unpaid,False,,,,Talent Acquisition Marpu Foundation Design / Creative Work From Home Work From Home 1 Week Unpaid No Fixed Currency
"New Client Aquisition, Key Accounts Management",Pepperfry Limited,Design / Creative,Panvel,On-site,Immediately,1 Week,S$ 106 /month + Incentives,SGD,Paid Amount,Per Month,True,106.0,106.0,106.0,"New Client Aquisition, Key Accounts Management Pepperfry Limited Design / Creative Panvel On-site 1 Week Paid Amount SGD"
Talent Acquisition,Scaler Academy,Design / Creative,Work From Home,Work From Home,Immediately,1 Week,S$ 67-106 /month,SGD,Paid Amount,Per Month,False,67.0,106.0,86.5,Talent Acquisition Scaler Academy Design / Creative Work From Home Work From Home 1 Week Paid Amount SGD
Omni Sport Leadership - Hiking/Trekking,Decathlon,Other,Mumbai,On-site,Immediately,1 Week,S$ 200 /month,SGD,Paid Amount,Per Month,False,200.0,200.0,200.0,Omni Sport Leadership - Hiking/Trekking Decathlon Other Mumbai On-site 1 Week Paid Amount SGD
Business Development Management,Across The Globe (ATG),Technology / Data,Work From Home,Work From Home,Immediately,1 Week,S$ 13-20 /month,SGD,Paid Amount,Per Month,False,13.0,20.0,16.5,Business Development Management Across The Globe (ATG) Technology / Data Work From Home Work From Home 1 Week Paid Amount SGD
Data Entry With Marketing,Across The Globe (ATG),Technology / Data,Work From Home,Work From Home,Immediately,1 Week,S$ 13-20 /month,SGD,Paid Amount,Per Month,False,13.0,20.0,16.5,Data Entry With Marketing Across The Globe (ATG) Technology / Data Work From Home Work From Home 1 Week Paid Amount SGD
Social Work,Marpu Foundation,NGO / Social Impact,Work From Home,Work From Home,Immediately,1 Week,Unpaid,No Fixed Currency,Unpaid,Unpaid,False,,,,Social Work Marpu Foundation NGO / Social Impact Work From Home Work From Home 1 Week Unpaid No Fixed Currency
Human Resources (HR),Jiva Ayurveda,HR / Admin / Operations,Faridabad,On-site,Immediately,1 Week,S$ 67 /month,SGD,Paid Amount,Per Month,False,67.0,67.0,67.0,Human Resources (HR) Jiva Ayurveda HR / Admin / Operations Faridabad On-site 1 Week Paid Amount SGD
Campus Ambassador,IIT Roorkee,Other,Work From Home,Work From Home,Immediately,1 Week,Performance Based,No Fixed Currency,Performance Based,Performance Based,False,,,,Campus Ambassador IIT Roorkee Other Work From Home Work From Home 1 Week Performance Based No Fixed Currency
Content Writing,Xiaomi Technology India Private Limited,Writing / Content,Bangalore,On-site,Immediately,1 Week,S$ 266 /month,SGD,Paid Amount,Per Month,False,266.0,266.0,266.0,Content Writing Xiaomi Technology India Private Limited Writing / Content Bangalore On-site 1 Week Paid Amount SGD
Operations,NoBroker Technologies Solutions Private Limited,HR / Admin / Operations,Noida,On-site,Immediately,1 Week,S$ 200 /month,SGD,Paid Amount,Per Month,False,200.0,200.0,200.0,Operations NoBroker Technologies Solutions Private Limited HR / Admin / Operations Noida On-site 1 Week Paid Amount SGD
Resource Management,Techolution,HR / Admin / Operations,Hyderabad,On-site,Immediately,1 Week,S$ 200 /month,SGD,Paid Amount,Per Month,False,200.0,200.0,200.0,Resource Management Techolution HR / Admin / Operations Hyderabad On-site 1 Week Paid Amount SGD
Human Resources (HR),Zucol Group Of Companies,HR / Admin / Operations,Jaipur,On-site,Immediately,1 Week,S$ 93-133 /month,SGD,Paid Amount,Per Month,False,93.0,133.0,113.0,Human Resources (HR) Zucol Group Of Companies HR / Admin / Operations Jaipur On-site 1 Week Paid Amount SGD
HR Operations,Freecharge Payments Technology Private Limited,HR / Admin / Operations,Gurgaon,On-site,Immediately,1 Week,S$ 200 /month,SGD,Paid Amount,Per Month,False,200.0,200.0,200.0,HR Operations Freecharge Payments Technology Private Limited HR / Admin / Operations Gurgaon On-site 1 Week Paid Amount SGD
Guest Relation Operations,Apollo Hospitals,HR / Admin / Operations,Navi Mumbai,On-site,Immediately,1 Week,S$ 67 /month,SGD,Paid Amount,Per Month,False,67.0,67.0,67.0,Guest Relation Operations Apollo Hospitals HR / Admin / Operations Navi Mumbai On-site 1 Week Paid Amount SGD
Business Development (Sales),Decathlon Sport India,Technology / Data,Ahmedabad,On-site,Immediately,1 Week,S$ 133 /month,SGD,Paid Amount,Per Month,False,133.0,133.0,133.0,Business Development (Sales) Decathlon Sport India Technology / Data Ahmedabad On-site 1 Week Paid Amount SGD
Event Coordination,Aam Aadmi Party,Other,Delhi,On-site,Immediately,1 Week,Unpaid,No Fixed Currency,Unpaid,Unpaid,False,,,,Event Coordination Aam Aadmi Party Other Delhi On-site 1 Week Unpaid No Fixed Currency
Graphic Design,Educate Girls,Design / Creative,Mumbai,On-site,Immediately,1 Week,S$ 160-200 /month,SGD,Paid Amount,Per Month,False,160.0,200.0,180.0,Graphic Design Educate Girls Design / Creative Mumbai On-site 1 Week Paid Amount SGD
Human Resources (HR),Subhansh Sewa Trust,HR / Admin / Operations,Work From Home,Work From Home,Immediately,1 Week,Unpaid,No Fixed Currency,Unpaid,Unpaid,False,,,,Human Resources (HR) Subhansh Sewa Trust HR / Admin / Operations Work From Home Work From Home 1 Week Unpaid No Fixed Currency
Induction Representation,Subhansh Sewa Trust,Other,Work From Home,Work From Home,Immediately,1 Week,Unpaid,No Fixed Currency,Unpaid,Unpaid,False,,,,Induction Representation Subhansh Sewa Trust Other Work From Home Work From Home 1 Week Unpaid No Fixed Currency
Business Development (Sales),Urban Company,Technology / Data,Bhubaneswar,On-site,Immediately,1 Week,S$ 266 /month,SGD,Paid Amount,Per Month,False,266.0,266.0,266.0,Business Development (Sales) Urban Company Technology / Data Bhubaneswar On-site 1 Week Paid Amount SGD
Human Resources (HR),Community Action Through Motivation Program,HR / Admin / Operations,Naya Raipur,On-site,Immediately,1 Week,S$ 40 /month,SGD,Paid Amount,Per Month,False,40.0,40.0,40.0,Human Resources (HR) Community Action Through Motivation Program HR / Admin / Operations Naya Raipur On-site 1 Week Paid Amount SGD
Field Sales,LIC,Marketing / Sales,Ahmedabad,On-site,Immediately,1 Week,S$ 67 /month + Incentives,SGD,Paid Amount,Per Month,True,67.0,67.0,67.0,Field Sales LIC Marketing / Sales Ahmedabad On-site 1 Week Paid Amount SGD
Business Development (Sales),Decathlon Sports India,Technology / Data,Ahmedabad,On-site,Immediately,1 Week,S$ 67-133 /month,SGD,Paid Amount,Per Month,False,67.0,133.0,100.0,Business Development (Sales) Decathlon Sports India Technology / Data Ahmedabad On-site 1 Week Paid Amount SGD
City Management,Urban Company,HR / Admin / Operations,Mumbai,On-site,Immediately,1 Week,S$ 266-333 /month,SGD,Paid Amount,Per Month,False,266.0,333.0,299.5,City Management Urban Company HR / Admin / Operations Mumbai On-site 1 Week Paid Amount SGD
Social Media Management,Life Fitness,Marketing / Sales,Work From Home,Work From Home,Immediately,1 Week,S$ 13 /month,SGD,Paid Amount,Per Month,False,13.0,13.0,13.0,Social Media Management Life Fitness Marketing / Sales Work From Home Work From Home 1 Week Paid Amount SGD
Human Resources (HR),Paradise Food Court Private Limited,HR / Admin / Operations,Hyderabad,On-site,Immediately,1 Week,S$ 67 /month,SGD,Paid Amount,Per Month,False,67.0,67.0,67.0,Human Resources (HR) Paradise Food Court Private Limited HR / Admin / Operations Hyderabad On-site 1 Week Paid Amount SGD
Video Editor,Subhansh Sewa Trust,Design / Creative,Work From Home,Work From Home,Immediately,1 Week,Unpaid,No Fixed Currency,Unpaid,Unpaid,False,,,,Video Editor Subhansh Sewa Trust Design / Creative Work From Home Work From Home 1 Week Unpaid No Fixed Currency
Human Resources (HR),APAC Financial Services Private Limited,HR / Admin / Operations,Mumbai,On-site,Immediately,1 Week,S$ 106-133 /month,SGD,Paid Amount,Per Month,False,106.0,133.0,119.5,Human Resources (HR) APAC Financial Services Private Limited HR / Admin / Operations Mumbai On-site 1 Week Paid Amount SGD
Social Media Marketing,Sportskeeda,Marketing / Sales,Work From Home,Work From Home,Immediately,1 Week,S$ 133 /month,SGD,Paid Amount,Per Month,False,133.0,133.0,133.0,Social Media Marketing Sportskeeda Marketing / Sales Work From Home Work From Home 1 Week Paid Amount SGD
Omni Sports Leader,Decathlon,Other,Thane,On-site,Immediately,1 Week,S$ 133 /month,SGD,Paid Amount,Per Month,False,133.0,133.0,133.0,Omni Sports Leader Decathlon Other Thane On-site 1 Week Paid Amount SGD
Graphic Design,CIIE Initiatives (IIM Ahmedabad),Design / Creative,Ahmedabad,On-site,Immediately,1 Week,S$ 133 /month,SGD,Paid Amount,Per Month,False,133.0,133.0,133.0,Graphic Design CIIE Initiatives (IIM Ahmedabad) Design / Creative Ahmedabad On-site 1 Week Paid Amount SGD
Business Development (Sales),Urban Company,Technology / Data,Bangalore,On-site,Immediately,1 Week,S$ 239-333 /month,SGD,Paid Amount,Per Month,False,239.0,333.0,286.0,Business Development (Sales) Urban Company Technology / Data Bangalore On-site 1 Week Paid Amount SGD
Graphic Design,Saregama India Limited,Design / Creative,Chennai,On-site,Immediately,1 Week,S$ 67-133 /month,SGD,Paid Amount,Per Month,False,67.0,133.0,100.0,Graphic Design Saregama India Limited Design / Creative Chennai On-site 1 Week Paid Amount SGD
Android App Development,Star Health & Allied Insurance Company Limited,Technology / Data,Vrindavan,On-site,Immediately,1 Week,S$ 67 /month,SGD,Paid Amount,Per Month,False,67.0,67.0,67.0,Android App Development Star Health & Allied Insurance Company Limited Technology / Data Vrindavan On-site 1 Week Paid Amount SGD
Talent Acquisition,Techolution,Design / Creative,Work From Home,Work From Home,Immediately,1 Week,S$ 200 /month,SGD,Paid Amount,Per Month,False,200.0,200.0,200.0,Talent Acquisition Techolution Design / Creative Work From Home Work From Home 1 Week Paid Amount SGD
Telecalling,Air India SATS Airport Services Private Limited,Other,Delhi,On-site,Immediately,1 Week,S$ 93-200 /month,SGD,Paid Amount,Per Month,False,93.0,200.0,146.5,Telecalling Air India SATS Airport Services Private Limited Other Delhi On-site 1 Week Paid Amount SGD
Business Development (Sales),Urban Company,Technology / Data,Mumbai,On-site,Immediately,1 Week,S$ 266-333 /month,SGD,Paid Amount,Per Month,False,266.0,333.0,299.5,Business Development (Sales) Urban Company Technology / Data Mumbai On-site 1 Week Paid Amount SGD
Operations,PcsInfinity,HR / Admin / Operations,Delhi,On-site,Immediately,3 Months,"₹ 10,000 lump sum",INR,Paid Amount,Lump Sum,False,10000.0,10000.0,10000.0,Operations PcsInfinity HR / Admin / Operations Delhi On-site 3 Months Paid Amount INR
Company Secretary (CS),Justdial,Other,Mumbai,On-site,Immediately,1 Week,S$ 160 /month,SGD,Paid Amount,Per Month,False,160.0,160.0,160.0,Company Secretary (CS) Justdial Other Mumbai On-site 1 Week Paid Amount SGD
Human Resources (HR),Media.net,HR / Admin / Operations,Bangalore,On-site,Immediately,1 Week,S$ 200 /month,SGD,Paid Amount,Per Month,False,200.0,200.0,200.0,Human Resources (HR) Media.net HR / Admin / Operations Bangalore On-site 1 Week Paid Amount SGD
Content Writing,OfBusiness,Writing / Content,Gurgaon,On-site,Immediately,4 Months,S$ 266 /month,SGD,Paid Amount,Per Month,False,266.0,266.0,266.0,Content Writing OfBusiness Writing / Content Gurgaon On-site 4 Months Paid Amount SGD
Talent Acquisition,Ozone Overseas Private Limited,Design / Creative,Gurgaon,On-site,Immediately,4 Months,S$ 200 /month,SGD,Paid Amount,Per Month,False,200.0,200.0,200.0,Talent Acquisition Ozone Overseas Private Limited Design / Creative Gurgaon On-site 4 Months Paid Amount SGD
Webinar Operations & Strategy,Simplilearn Solutions Private Limited,Technology / Data,Bangalore,On-site,Immediately,4 Months,S$ 200 /month,SGD,Paid Amount,Per Month,False,200.0,200.0,200.0,Webinar Operations & Strategy Simplilearn Solutions Private Limited Technology / Data Bangalore On-site 4 Months Paid Amount SGD
Business Development (Sales),Pioneer E Solutions,Technology / Data,Gurgaon,On-site,Immediately,4 Months,S$ 200 /month,SGD,Paid Amount,Per Month,False,200.0,200.0,200.0,Business Development (Sales) Pioneer E Solutions Technology / Data Gurgaon On-site 4 Months Paid Amount SGD
Social Media Manager,Subhansh Sewa Trust,Marketing / Sales,Work From Home,Work From Home,Immediately,4 Months,Unpaid,No Fixed Currency,Unpaid,Unpaid,False,,,,Social Media Manager Subhansh Sewa Trust Marketing / Sales Work From Home Work From Home 4 Months Unpaid No Fixed Currency
Journalism,Press Trust Of India,Writing / Content,Delhi,On-site,Immediately,4 Months,S$ 266 /month,SGD,Paid Amount,Per Month,False,266.0,266.0,266.0,Journalism Press Trust Of India Writing / Content Delhi On-site 4 Months Paid Amount SGD
Business Operations,Pristyn Care,HR / Admin / Operations,Gurgaon,On-site,Immediately,4 Months,S$ 106 /month,SGD,Paid Amount,Per Month,False,106.0,106.0,106.0,Business Operations Pristyn Care HR / Admin / Operations Gurgaon On-site 4 Months Paid Amount SGD
Online Reputation Management,Motilal Oswal Financial Services Limited,HR / Admin / Operations,Mumbai,On-site,Immediately,4 Months,S$ 67 /month,SGD,Paid Amount,Per Month,False,67.0,67.0,67.0,Online Reputation Management Motilal Oswal Financial Services Limited HR / Admin / Operations Mumbai On-site 4 Months Paid Amount SGD
Strategy and Research,Vedantu,Other,Bangalore,On-site,Immediately,4 Months,S$ 333-466 /month,SGD,Paid Amount,Per Month,False,333.0,466.0,399.5,Strategy and Research Vedantu Other Bangalore On-site 4 Months Paid Amount SGD
Human Resources (HR),Subhansh Sewa Trust,HR / Admin / Operations,Work From Home,Work From Home,Immediately,4 Months,Unpaid,No Fixed Currency,Unpaid,Unpaid,False,,,,Human Resources (HR) Subhansh Sewa Trust HR / Admin / Operations Work From Home Work From Home 4 Months Unpaid No Fixed Currency
HR,AU Small Finance Bank,HR / Admin / Operations,Mumbai,On-site,Immediately,4 Months,S$ 27 /month,SGD,Paid Amount,Per Month,False,27.0,27.0,27.0,HR AU Small Finance Bank HR / Admin / Operations Mumbai On-site 4 Months Paid Amount SGD
Business Development,CollegeDunia Web Private Limited,Technology / Data,Gurgaon,On-site,Immediately,4 Months,S$ 133 /month,SGD,Paid Amount,Per Month,False,133.0,133.0,133.0,Business Development CollegeDunia Web Private Limited Technology / Data Gurgaon On-site 4 Months Paid Amount SGD
Web Maintenance,Tata Motors,Technology / Data,Mumbai,On-site,Immediately,4 Months,S$ 106 /month,SGD,Paid Amount,Per Month,False,106.0,106.0,106.0,Web Maintenance Tata Motors Technology / Data Mumbai On-site 4 Months Paid Amount SGD
User Research,Leverage Edu,Other,Noida,On-site,Immediately,4 Months,S$ 133 /month,SGD,Paid Amount,Per Month,False,133.0,133.0,133.0,User Research Leverage Edu Other Noida On-site 4 Months Paid Amount SGD
Nutraceuticals-Project,Akums Drugs & Pharmaceuticals Limited,Other,Delhi,On-site,Immediately,4 Months,S$ 160 /month,SGD,Paid Amount,Per Month,False,160.0,160.0,160.0,Nutraceuticals-Project Akums Drugs & Pharmaceuticals Limited Other Delhi On-site 4 Months Paid Amount SGD
Finance & Accounting,Ieng Groups,Finance / Accounting,Bangalore,On-site,Immediately,4 Months,S$ 67 /month,SGD,Paid Amount,Per Month,False,67.0,67.0,67.0,Finance & Accounting Ieng Groups Finance / Accounting Bangalore On-site 4 Months Paid Amount SGD
Sales Administration,Fresenius Kabi,Marketing / Sales,Pune,On-site,Immediately,4 Months,S$ 266 /month,SGD,Paid Amount,Per Month,False,266.0,266.0,266.0,Sales Administration Fresenius Kabi Marketing / Sales Pune On-site 4 Months Paid Amount SGD
Marketing And Communications,Zee Entertainment Enterprises Limited,Marketing / Sales,Mumbai,On-site,Immediately,4 Months,S$ 67-93 /month,SGD,Paid Amount,Per Month,False,67.0,93.0,80.0,Marketing And Communications Zee Entertainment Enterprises Limited Marketing / Sales Mumbai On-site 4 Months Paid Amount SGD
Business Development (Sales),Urban Company,Technology / Data,Patna,On-site,Immediately,4 Months,S$ 266 /month,SGD,Paid Amount,Per Month,False,266.0,266.0,266.0,Business Development (Sales) Urban Company Technology / Data Patna On-site 4 Months Paid Amount SGD
Human Resources (HR),SILA Group,HR / Admin / Operations,Bangalore,On-site,Immediately,4 Months,S$ 106 /month,SGD,Paid Amount,Per Month,False,106.0,106.0,106.0,Human Resources (HR) SILA Group HR / Admin / Operations Bangalore On-site 4 Months Paid Amount SGD
Program Operations,Bharti Foundation,HR / Admin / Operations,Gurgaon,On-site,Immediately,4 Months,S$ 233 /month,SGD,Paid Amount,Per Month,False,233.0,233.0,233.0,Program Operations Bharti Foundation HR / Admin / Operations Gurgaon On-site 4 Months Paid Amount SGD
Volunteering,International Human Rights Protection Commission,NGO / Social Impact,Andhra Pradesh,On-site,Immediately,4 Months,Unpaid,No Fixed Currency,Unpaid,Unpaid,False,,,,Volunteering International Human Rights Protection Commission NGO / Social Impact Andhra Pradesh On-site 4 Months Unpaid No Fixed Currency
Social Entrepreneurship,Subhansh Sewa Trust,NGO / Social Impact,Work From Home,Work From Home,Immediately,4 Months,Unpaid,No Fixed Currency,Unpaid,Unpaid,False,,,,Social Entrepreneurship Subhansh Sewa Trust NGO / Social Impact Work From Home Work From Home 4 Months Unpaid No Fixed Currency
HR,Gupshup Technology,HR / Admin / Operations,Mumbai,On-site,Immediately,4 Months,S$ 133 /month,SGD,Paid Amount,Per Month,False,133.0,133.0,133.0,HR Gupshup Technology HR / Admin / Operations Mumbai On-site 4 Months Paid Amount SGD
Graphic Design,Bajaj Finance Limited,Design / Creative,Pune,On-site,Immediately,4 Months,S$ 67-200 /month,SGD,Paid Amount,Per Month,False,67.0,200.0,133.5,Graphic Design Bajaj Finance Limited Design / Creative Pune On-site 4 Months Paid Amount SGD
Graphic And Content,Hero Vired,Design / Creative,Delhi,On-site,Immediately,4 Months,S$ 266 /month,SGD,Paid Amount,Per Month,False,266.0,266.0,266.0,Graphic And Content Hero Vired Design / Creative Delhi On-site 4 Months Paid Amount SGD
DEI Consulting,Godrej Agrovet Limited,Other,Mumbai,On-site,Immediately,4 Months,S$ 133-200 /month,SGD,Paid Amount,Per Month,False,133.0,200.0,166.5,DEI Consulting Godrej Agrovet Limited Other Mumbai On-site 4 Months Paid Amount SGD
Fundraising,WWF India,Technology / Data,Delhi,On-site,Immediately,4 Months,S$ 239 /month,SGD,Paid Amount,Per Month,False,239.0,239.0,239.0,Fundraising WWF India Technology / Data Delhi On-site 4 Months Paid Amount SGD
Angular UI Development & UI Design,IIT Bombay,Technology / Data,Work From Home,Work From Home,Immediately,4 Months,S$ 13-27 /month,SGD,Paid Amount,Per Month,False,13.0,27.0,20.0,Angular UI Development & UI Design IIT Bombay Technology / Data Work From Home Work From Home 4 Months Paid Amount SGD
Teaching GPAT And Pharmacy Exams,Unacademy,Education / Training,Work From Home,Work From Home,Immediately,4 Months,S$ 266 /month,SGD,Paid Amount,Per Month,False,266.0,266.0,266.0,Teaching GPAT And Pharmacy Exams Unacademy Education / Training Work From Home Work From Home 4 Months Paid Amount SGD
Business Operations And Research,Benesse India,HR / Admin / Operations,Delhi,On-site,Immediately,4 Months,S$ 333 /month,SGD,Paid Amount,Per Month,False,333.0,333.0,333.0,Business Operations And Research Benesse India HR / Admin / Operations Delhi On-site 4 Months Paid Amount SGD
Business Development & Brand Solution,Hungama Digital Media Entertainment Private Limited,Technology / Data,Mumbai,On-site,Immediately,4 Months,S$ 67 /month,SGD,Paid Amount,Per Month,False,67.0,67.0,67.0,Business Development & Brand Solution Hungama Digital Media Entertainment Private Limited Technology / Data Mumbai On-site 4 Months Paid Amount SGD
Supply Chain & Logistics Operations,Inland World Logistics Private Limited,Technology / Data,Coimbatore,On-site,Immediately,4 Months,S$ 133 /month,SGD,Paid Amount,Per Month,False,133.0,133.0,133.0,Supply Chain & Logistics Operations Inland World Logistics Private Limited Technology / Data Coimbatore On-site 4 Months Paid Amount SGD
